喫	2511
訵	4111
嗤	2512
媸	5315
摛	1214
痴	4134
絺	5544
噄	2511
瞝	2511
誺	4111
螭	2512
鴟	3515
鵄	1541
癡	4134
魑	3251
齝	2121
攡	1214
麶	1234
彲	1254
黐	3123
弛	5155
池	4415
驰	5515
坘	1211
迟	5134
岻	2523
泜	4413
茌	1223
持	1211
竾	3143
荎	1221
俿	3221
歭	2121
匙	2511
淔	4411
耛	1112
蚳	2512
赿	1212
筂	3143
貾	2511
遅	5134
趍	1212
遟	5134
馳	1211
墀	1215
漦	1123
踟	2512
遲	5132
篪	3143
謘	4111
尺	5134
叺	2513
呎	2515
肔	3511
侈	3235
卶	3543
齿	2121
垑	1213
拸	1213
胣	3511
恥	1221
耻	1221
蚇	2512
袳	4523
豉	1251
欼	5454
歯	2121
袲	4135
裭	4523
鉹	3411
褫	4523
齒	2121
彳	3322
叱	2513
斥	3312
灻	1214
赤	1213
饬	3553
抶	1213
迣	1221
勅	1251
恜	4421
炽	4334
翄	5415
翅	1254
敕	1251
烾	4334
痓	4134
啻	4143
湁	4411
飭	3445
傺	3235
痸	4134
腟	3511
跮	2512
鉓	3411
雴	1452
憏	4423
翤	2512
遫	1251
銐	1354
慗	1251
瘛	4134
翨	5415
熾	4334
懘	4411
糦	4312
趩	1212
饎	3445
鶒	1251
鷘	1251
充	4154
冲	4125
忡	4422
沖	4412
茺	1224
浺	4414
珫	1121
翀	5415
舂	1113
嘃	2514
摏	1211
徸	3324
憃	1113
憧	4424
衝	3313
罿	2522
艟	3354
蹖	2512
虫	2512
崇	2524
崈	4451
隀	5231
漴	4412
褈	4523
緟	5544
蝩	2512
蟲	2512
爞	4334
宠	4451
埫	1212
寵	4454
铳	3111
揰	1213
銃	3411
抽	1212
紬	5544
搊	1213
瘳	4134
篘	3143
犨	3241
犫	3241
仇	3235
俦	3211
帱	2521
栦	1234
惆	4423
绸	5513
菗	1221
椆	1234
畴	2512
絒	5544
愁	3123
皗	3251
稠	3123
筹	3143
裯	4523
詶	4111
酧	1253
酬	1253
綢	5544
踌	2512
儔	3212
雔	3241
嬦	5311
幬	2521
懤	4421
薵	1221
燽	4334
雠	3241
疇	2512
籌	3143
躊	2512
醻	1253
讎	3241
讐	3241
丑	5211
丒	5341
吜	2515
杽	1234
侴	3415
偢	3231
瞅	2511
醜	1253
矁	2511
魗	1215
臭	3251
臰	3251
遚	3215
殠	1354
出	5225
岀	2522
初	4523
摴	1211
樗	1234
貙	3443
齣	2121
刍	3551
除	5234
芻	3552
厨	1312
滁	4415
蒢	1225
豠	1353
锄	3111
榋	1234
耡	1112
蒭	1223
蜍	2512
趎	1212
鉏	3411
雏	3551
犓	3121
蕏	1223
廚	4131
篨	3143
鋤	3411
橱	1234
懨	4421
幮	2524
櫉	1234
蟵	2512
躇	2512
雛	3552
櫥	1234
蹰	2512
鶵	3552
躕	2512
杵	1234
础	1325
椘	1234
储	3245
楮	1234
禇	4524
楚	1234
褚	4523
濋	4411
儲	3241
檚	1234
璴	1121
礎	1325
齭	2121
齼	2121
亍	1122
処	3543
处	3542
竌	4143
怵	4421
拀	1212
绌	5515
豖	1353
欪	5225
竐	4143
俶	3221
敊	2112
埱	1212
珿	1121
絀	5544
處	2153
傗	3241
琡	1121
鄐	4155
搐	1214
滀	4414
触	3535
踀	2512
閦	2511
儊	3212
嘼	2512
諔	4111
憷	4421
橻	1234
斶	3312
歜	2522
臅	3511
黜	2543
觸	3535
矗	1225
搋	1213
膗	3511
揣	1212
啜	2515
嘬	2512
踹	2512
巛	5555
川	3222
氚	3115
穿	4453
剶	5513
瑏	1121
传	3211
舡	3354
舩	3354
船	3354
圌	2525
猭	3535
遄	2521
傳	3212
椽	1234
歂	2521
暷	2511
篅	3143
輲	1251
舛	3541
荈	1223
喘	2512
僢	3234
汌	4413
串	2512
玔	1121
钏	3111
釧	3411
賗	2511
鶨	5513
刅	5344
囱	3253
疮	4134
窓	4453
窗	4453
牎	3215
摐	1213
牕	3215
瘡	4134
窻	4453
床	4131
牀	5213
噇	2514
傸	3213
漺	4411
磢	1325
闖	2511
创	3455
怆	4423
刱	1132
剏	4311
剙	4311
創	3445
愴	4423
吹	2513
炊	4334
龡	3412
垂	3121
倕	3231
埀	3122
桘	1234
陲	5231
捶	1213
菙	1223
搥	1213
棰	1234
腄	3511
槌	1234
锤	3111
箠	3143
錘	3411
鎚	3411
顀	3241
旾	1525
杶	1234
春	1113
萅	1221
堾	1211
媋	5311
暙	2511
椿	1234
槆	1234
瑃	1121
箺	3143
蝽	2512
橁	1234
輴	1251
櫄	1234
鰆	3525
鶞	3312
纯	5511
陙	5213
唇	1311
浱	4411
純	5544
莼	1225
淳	4414
脣	1311
湻	4414
犉	3121
滣	4411
蒓	1225
鹑	4125
漘	4411
蓴	1221
醇	1253
醕	1253
錞	3411
鯙	3525
鶉	4125
偆	3211
萶	1221
惷	1113
睶	2511
賰	2511
踳	2512
蠢	1113
踔	2512
戳	5415
辶	454 
辵	3332
娕	5311
娖	5312
惙	4425
涰	4415
绰	5512
逴	2125
腏	3511
辍	1521
酫	1253
綽	5544
趠	1212
輟	1251
龊	2121
擉	1212
磭	1325
歠	5454
嚽	2511
齪	2121
鑡	3411
齱	2121
呲	2512
玼	1121
疵	4134
趀	1212
偨	3221
縒	5544
骴	2554
词	4551
珁	1121
垐	4135
柌	1234
祠	4524
茈	1222
茨	1224
堲	5115
瓷	4135
詞	4111
辝	5425
慈	4315
甆	4315
辞	3122
鈶	3411
磁	1325
雌	2121
鹚	4315
糍	4312
辤	3443
飺	2121
餈	4135
嬨	5314
濨	4414
薋	1224
鴜	2121
礠	1325
蠀	2512
辭	3443
鶿	4315
鷀	4315
此	2121
佌	3221
泚	4412
皉	3251
跐	2512
朿	1252
次	4135
佽	3241
刺	1252
刾	1431
庛	4132
茦	1221
栨	1234
莿	1221
絘	5544
蛓	1212
赐	2534
螆	2512
賜	2511
嗭	1225
从	3434
匆	3533
囪	3253
苁	1223
忩	3454
枞	1234
茐	1223
怱	3533
從	3323
悤	3253
棇	1234
焧	4334
葱	1223
楤	1234
漗	4413
聡	1221
蓯	1223
蔥	1223
骢	5513
暰	2511
樅	1234
樬	1234
熜	4334
瑽	1121
璁	1121
緫	5544
聦	1221
聪	1221
瞛	2511
篵	3143
聰	1221
蟌	2512
繱	5544
鏦	3411
騘	1211
驄	1211
丛	3434
従	3324
婃	5314
孮	5214
徖	3324
悰	4424
淙	4414
琮	1121
慒	4421
漎	4413
潀	4412
潈	4412
潨	4413
誴	4111
賨	4451
賩	2511
樷	1234
藂	1221
叢	2243
灇	4412
欉	1234
爜	4334
憁	4423
謥	4111
凑	4111
湊	4411
楱	1234
腠	3511
辏	1521
輳	1251
粗	4312
觕	3121
麁	3541
麄	3453
麤	4135
徂	3322
殂	1354
促	3225
猝	3534
媨	5314
酢	1253
瘄	4134
蔟	1224
誎	4111
趗	1212
噈	2514
憱	4424
踧	2512
醋	1253
瘯	4134
簇	3143
縬	5544
蹙	1321
鼀	1213
蹴	2512
蹵	4125
顣	1321
汆	3425
